276.923 0.0576513
277.885 0.0577646
278.846 0.0578764
279.808 0.0579868
280.769 0.0580959
281.731 0.0582036
282.692 0.0583101
283.654 0.0584152
284.615 0.058519
285.577 0.0586216
286.538 0.058723
287.5 0.0588232
288.462 0.0589221
289.423 0.0590199
290.385 0.0591166
291.346 0.0592121
292.308 0.0593065
293.269 0.0593998
294.231 0.059492
295.192 0.0595831
296.154 0.0596732
297.115 0.0597623
298.077 0.0598504
299.038 0.0599374
300 0.0600235
